DienTich,Phongngu,PhongTam,GiayTo,Loai,HuongCuaChinh,TinhTrangNoiThat,DiaChi,Gia,SoTang,DacDiem
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ",4 tỷ - 36 m2,5,
35 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,58 tỷ - 35 m2",6,
47 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","5,1 tỷ - 47 m2",,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Văn Hiến, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,45 tỷ - 30 m2",5,
47 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ",6 tỷ - 47 m2,4,
44 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ",6 tỷ - 44 m2,5,
35 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","6,8 tỷ - 35 m2",5,
58 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,Nội thất cao cấp,"Bùi Huy Bích, Phường Hoàng Liệt, Quận Hoàng Mai, Hà NộiXem bản đồ","11,5 tỷ - 58 m2",,
55 m²,3 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây,,"Phố Tương Mai, Phường Tương Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","11,65 tỷ - 55 m2",6,
52 m²,5 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"1 Phố Đinh Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","9,8 tỷ - 52 m2",7,
35 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Bắc,,"Phố Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà NộiXem bản đồ","4,15 tỷ - 35 m2",4,
42 m²,3 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,,,"Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà NộiXem bản đồ","9,8 tỷ - 42 m2",5,
58 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"lạc trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,7 tỷ - 58 m2",,
63 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","5,5 tỷ - 63 m2",,
33 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phú Minh, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","3,2 tỷ - 33 m2",5,
40 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Láng Hạ, Phường Giảng Võ, Quận Ba Đình, Hà NộiXem bản đồ","5,75 tỷ - 40 m2",5,
31 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,98 tỷ - 31 m2",5,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,888 tỷ - 30 m2",5,
26 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà NộiXem bản đồ","4,3 tỷ - 26 m2",4,
42 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà NộiXem bản đồ","5,2 tỷ - 42 m2",5,
38 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","9,5 tỷ - 38 m2",6,
40 m²,4 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Tô Vĩnh DIỆN, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","6,5 tỷ - 40 m2",7,
45 m²,6 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ",8 tỷ - 45 m2,7,
80 m²,5 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà NộiXem bản đồ",25 tỷ - 80 m2,7,
34 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,55 tỷ - 34 m2",5,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","7,35 tỷ - 40 m2",5,
60 m²,6 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","6,5 tỷ - 60 m2",5,
58 m²,5 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","10,8 tỷ - 58 m2",5,
42 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà NộiXem bản đồ",3 tỷ - 42 m2,,
56 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","8,68 tỷ - 56 m2",8,
42 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Chùa Bộc, Phường Kim Liên, Quận Đống Đa, Hà NộiXem bản đồ","6,6 tỷ - 42 m2",,
57 m²,9 phòng,Nhiều hơn 6 phòng,,"Nhà ngõ, hẻm",,,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà NộiXem bản đồ","5,2 tỷ - 57 m2",,
62 m²,1 phòng,1 phòng,,"Nhà mặt phố, mặt tiền",,,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","9,5 tỷ - 62 m2",1,
49 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Gốc đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,95 tỷ - 49 m2",4,
44 m²,4 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Phố Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","3,3 tỷ - 44 m2",4,
50 m²,4 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,,"Đường Nguyễn Sơn, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ",11 tỷ - 50 m2,5,
30 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"lê trọng tấn, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","3,98 tỷ - 30 m2",4,
31 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","4,65 tỷ - 31 m2",5,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","4,75 tỷ - 30 m2",4,
42 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà NộiXem bản đồ","4,95 tỷ - 42 m2",5,
38 m²,3 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,25 tỷ - 38 m2",5,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,3 tỷ - 30 m2",5,
92 m²,1 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Cầu DIễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","6,5 tỷ - 92 m2",1,
43 m²,6 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","5,9 tỷ - 43 m2",5,
38 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"173 An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà NộiXem bản đồ","4,45 tỷ - 38 m2",5,
31 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà NộiXem bản đồ","5,79 tỷ - 31 m2",6,
35 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ 678 Đường La Thành, Phường Giảng Võ, Quận Ba Đình, Hà NộiXem bản đồ","4,5 tỷ - 35 m2",5,
40 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà NộiXem bản đồ","8,55 tỷ - 40 m2",6,
24 m²,4 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Phạm Huy Thông, Phường Ngọc Khánh, Quận Ba Đình, Hà NộiXem bản đồ","5,9 tỷ - 24 m2",5,
24 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"Pjoos Hương Viên, Phường Cầu Dền, Quận Hai Bà Trưng, Hà NộiXem bản đồ","2,69 tỷ - 24 m2",4,
40 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","7,3 tỷ - 40 m2",5,
39 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà NộiXem bản đồ","5,7 tỷ - 39 m2",5,
40 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà NộiXem bản đồ","11,288 tỷ - 40 m2",6,
115 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà NộiXem bản đồ",8 tỷ - 115 m2,4,
72 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà NộiXem bản đồ","15,9 tỷ - 72 m2",3,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà NộiXem bản đồ","4,5 tỷ - 30 m2",5,
39 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Lạc long quân, Phường Xuân La, Quận Tây Hồ, Hà NộiXem bản đồ","6,9 tỷ - 39 m2",6,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà NộiXem bản đồ","4,5 tỷ - 30 m2",5,
39 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Lạc long quân, Phường Xuân La, Quận Tây Hồ, Hà NộiXem bản đồ","6,9 tỷ - 39 m2",6,
29 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","3,15 tỷ - 29 m2",2,
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ","3,5 tỷ - 36 m2",5,
38 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","3,5 tỷ - 38 m2",,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,Nội thất đầy đủ,"Phố Hoàng Cầu, Phường Trung Liệt, Quận Đống Đa, Hà NộiXem bản đồ","6,6 tỷ - 45 m2",4,
39 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà NộiXem bản đồ","5,38 tỷ - 39 m2",5,
51 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Ngõ Linh Quang, Phường Quốc Tử Giám, Quận Đống Đa, Hà NộiXem bản đồ","3,7 tỷ - 51 m2",1,
40 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","5,6 tỷ - 40 m2",5,
40 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Giang Biên, Phường Giang Biên, Quận Long Biên, Hà NộiXem bản đồ","5,399 tỷ - 40 m2",4,
32 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà NộiXem bản đồ","1,85 tỷ - 32 m2",1,
32 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,55 tỷ - 32 m2",4,
34 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,7 tỷ - 34 m2",5,
39 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,5 tỷ - 39 m2",4,
39 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,95 tỷ - 39 m2",4,
38 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,9 tỷ - 38 m2",5,
33 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,85 tỷ - 33 m2",5,
37 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"tây mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","1,65 tỷ - 37 m2",1,
36 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Vân CAnh, Xã Vân Canh, Huyện Hoài Đức, Hà NộiXem bản đồ","2,65 tỷ - 36 m2",4,
34 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"tây mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,7 tỷ - 34 m2",5,
32 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","4,3 tỷ - 32 m2",5,
38 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","5,25 tỷ - 38 m2",5,
64.8 m²,8 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,Nội thất đầy đủ,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","4,5 tỷ - 64.8 m2",,
28 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 28 m2",5,
32 m²,3 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Đường Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","2,55 tỷ - 32 m2",4,
40 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Nguyễn Hoàng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ",5 tỷ - 40 m2,4,
54 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà NộiXem bản đồ","4,6 tỷ - 54 m2",4,
62 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà NộiXem bản đồ","12,5 tỷ - 62 m2",,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"cổ nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,05 tỷ - 35 m2",5,
44 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Yên Lãng, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","4,65 tỷ - 44 m2",,
32 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ","3,3 tỷ - 32 m2",5,
33 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","4,8 tỷ - 33 m2",5,
32 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 32 m2",6,
60 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Giếng Mứt, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,65 tỷ - 60 m2",2,
60 m²,6 phòng,,,Nhà biệt thự,,,"Ngõ 124 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","9,2 tỷ - 60 m2",,
42 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ","4,39 tỷ - 42 m2",4,
38 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"thụy khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","11,8 tỷ - 38 m2",,
40 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đào Tấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","4,98 tỷ - 40 m2",5,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Đức Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,4 tỷ - 33 m2",5,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Đông Nam,,"Nguyễn Đình hoàn, Phường Quan Hoa, Quận Cầu Giấy, Hà NộiXem bản đồ","5,7 tỷ - 40 m2",4,
32 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 32 m2",6,
60 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Giếng Mứt, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,65 tỷ - 60 m2",2,
60 m²,6 phòng,,,Nhà biệt thự,,,"Ngõ 124 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","9,2 tỷ - 60 m2",,
42 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ","4,39 tỷ - 42 m2",4,
38 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"thụy khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","11,8 tỷ - 38 m2",,
40 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đào Tấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","4,98 tỷ - 40 m2",5,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Đức Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,4 tỷ - 33 m2",5,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Đông Nam,,"Nguyễn Đình hoàn, Phường Quan Hoa, Quận Cầu Giấy, Hà NộiXem bản đồ","5,7 tỷ - 40 m2",4,
32 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"lê duẩn, Phường Quốc Tử Giám, Quận Đống Đa, Hà NộiXem bản đồ","5,15 tỷ - 32 m2",5,
30 m²,2 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Trần Hòa, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","3,1 tỷ - 30 m2",3,
39 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà NộiXem bản đồ","4,25 tỷ - 39 m2",5,
32 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,Nội thất đầy đủ,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,2 tỷ - 32 m2",4,
38 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà NộiXem bản đồ","4,3 tỷ - 38 m2",,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","2,3 tỷ - 32 m2",4,
45 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","5,1 tỷ - 45 m2",4,
50 m²,4 phòng,,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","7,99 tỷ - 50 m2",5,
49.5 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","9,5 tỷ - 49.5 m2",5,"Hẻm xe hơi,Nở hậu"
39 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ 68 Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","4,2 tỷ - 39 m2",6,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,2 tỷ - 33 m2",5,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,2 tỷ - 33 m2",5,
53 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","6,5 tỷ - 53 m2",,"Hẻm xe hơi,Nở hậu"
99 m²,10 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Phố Lý Thường Kiệt, Phường Cửa Nam, Quận Hoàn Kiếm, Hà NộiXem bản đồ","75,5 tỷ - 99 m2",6,
